id,listing_id,district,url,title,price_rub,area_m2,floor,total_floors,metro,address,description_snippet,source_page,scraped_at
1821,329145183,ЮВАО,https://www.cian.ru/rent/flat/329145183/?context=4.EY5d6jpNoxQ.y8ttz7bROxgj7QlTFylKFYMBQZGv2hTuVGg6b2fKSFA2dc7X22H0sPRMdrrKMgZk9fEB4Ess1AgkxQ&mlSearchSessionGuid=20418775b4444e9692a0b9619df37ff6,1/9,70000,36.7,14,24,,"1/9 Студия, 36,7 м², 14/24 этаж Проверено в Росреестре Люблино 5 минут пешком Москва , ЮВАО , р-н Люблино , м. Люблино , Совхозная улица , 10Б 70 000 ₽/мес. От года, комм. платежи включены (без счётчиков), без комиссии, залог 70 000 ₽ Сдается стильная студия на длительный срок в монолитном доме 2021 года постройки в 5-ти минутах от метро Люблино. Просторная комната с дизайнерским ремонтом, очень светлая и уютная. В квартире есть все необходимое для комфортного проживания: холодильник, духовая печь, СВЧ, стиральная машина с функцией сушки, вайфай, кондиционер, увлажнитель воздуха, возможна установка посудомоечной машины. Кухня оборудована современной техникой и обеденной зоной. Есть необходимая посуда и электрический чайник. Двуспальная кровать с ортопедическим матрасом. Санузел совмещенный, выполнен в современном стиле. В доме имеются колясочная, два грузовых и один пассажирский лифт, а также наземная и подземная парковки. Во дворе обустроена детская площадка. Квартира находится в районе с развитой инфраструктурой, рядом находятся магазины и остановки общественного транспорта. Большой фитнес клуб с бассейном. Сквер. Курение запрещено, можно проживание с детьми. Можем обговорить покупку дивана, телевизора и т.п. в счет арендной платы. Собственник ID 140823083 Документы проверены Назначить просмотр час назад сегодня, 21:00",,https://www.cian.ru/cat.php?deal_type=rent&district%5B0%5D=8&engine_version=2&offer_type=flat&room9=1&type=4&p=3,2026-04-20T19:22:43+00:00
1817,328835097,ЮВАО,https://www.cian.ru/rent/flat/328835097/?context=4.9HxJYBdYYz0.Rxf56Fudg9GJw6uK_zB9bsAyzTJilInQERWN5D4IOnGprFUz3belyHO8c25N0eWTgZ0kZa1ZChYLPg&mlSearchSessionGuid=21064e85ed82d0b4a773f97d1c71f86e,1/15,78000,27.0,13,27,,"1/15 Студия, 27 м², 13/27 этаж Только на Циан Авиамоторная 13 минут пешком Москва , ЮВАО , р-н Лефортово , м. Авиамоторная , Символ ЖК , Независимость кв-л 78 000 ₽/мес. От года, комм. платежи включены (без счётчиков), комиссия 30%, залог 78 000 ₽ Ждем вас на просмотр! Сдаётся просторная и светлая студия с абсолютно новым ремонтом, мебелью и техникой в ЖК бизнес-класса Символ. Отличная локация за счет своей транспортной и пешей доступности. Станции метро Площадь Ильича, Авиамоторная и Римская в 10-15 минутах пешей доступности. Быстрый выезд на ТТК и комфортная развязка к центру города. В квартире выполнен дизайнерский ремонт, присутствует все необходимое для жизни. Если мы посмотрим из окна, то насладимся спокойным видом на двор, ухоженной придомовой территорией с детской площадкой. Установлена система охраны и видеонаблюдения. На территории комплекса находится охраняемый наземный и подземный паркинг. Закрытая территория. В самом ЖК большое количество ресторанов и кафе. Закрытые дворы без машин с современными детскими площадками и прогулочными зонами. Данная локация славится своей развитой инфраструктурой. Рядом находится ТРЦ Город с невероятным количеством различных магазинов, заведений и развлечений, а также банки, аптеки и пункты выдачи. Через дорогу от дома всеми известный фитнесс клуб World Class. В пешей доступности находятся школы, детские сады. Парк Зеленая река - станет незаменимым местом для прогулок. Большое количество очистных пространств рядом с ЖК. Квартира сдаётся на длительный срок. Звоните, прямо сейчас, чтобы договориться о просмотре. Буду рада ответить на все интересующие вопросы! Номер объекта: #1/537035/24838 Агентство недвижимости Moscow Sales Department Документы проверены +7 916 612-48-... Написать 3 часа назад сегодня, 19:02",,https://www.cian.ru/cat.php?deal_type=rent&district%5B0%5D=8&engine_version=2&offer_type=flat&room9=1&type=4&p=2,2026-04-20T19:22:43+00:00
1788,326294321,ЮВАО,https://www.cian.ru/rent/flat/326294321/?context=4.uzT6ZbCtCIA.SzghH4oVSvld4pog5GNg_cSL6wDXBcpucJ8m6Tbhpys44uGVldPMC0qwz8gkGMrjmBTk5BVU_vvMOg&mlSearchSessionGuid=d6016804c573063ab93e478e792a6ce1,2/15,135000,13.5,2,10,,"2/15 Студия, 13,5 м², 2/10 этаж Только на Циан Юго-Восточная 8 минут пешком Москва , ЮВАО , р-н Выхино-Жулебино , м. Юго-Восточная , Ташкентская улица , 25К1 35 000 ₽/мес. От года, комм. платежи включены (без счётчиков), комиссия 60%, залог 35 000 ₽ Сдается уютная студия площадью 11.6 кв. м. на длительный срок. До метро Юго-Восточная всего 8 минут пешком. В квартире есть все необходимое для комфортного проживания: косметический ремонт, необходимая мебель, холодильник, стиральная машина, микроволновая плита, электрическая поверхность, электрический чайник. Планировка включает совмещенный санузел с душевой кабиной. В вашем распоряжении также интернет, поэтому можно смело работать или учиться онлайн. Лоджия добавляет дополнительное пространство для хранения или отдыха. Дом находится в районе с развитой инфраструктурой. В шаговой доступности расположены школы, детские сады и клиники, поэтому все важные учреждения будут у вас под рукой. Для любителей шопинга и повседневных покупок поблизости есть магазины. Риелтор ID 116658281 +7 985 254-20-... Написать вчера вчера, 15:37",,https://www.cian.ru/cat.php?deal_type=rent&district%5B0%5D=8&engine_version=2&offer_type=flat&room9=1&type=4&p=1,2026-04-20T19:22:43+00:00
1836,320691127,ЮВАО,https://www.cian.ru/rent/flat/320691127/?context=4.SfABXCGSYUQ.-cztPJuA63hOZ1ppcHNRXz3PZYWiZcKuyBlvNKB_xCtvswNLNRaVXfMVGDd1tH1W8fXY2nDDicd2bQ&mlSearchSessionGuid=20418775b4444e9692a0b9619df37ff6,1/11,143000,17.0,2,3,,"1/11 Апартаменты-студия, 17 м², 2/3 этаж Только на Циан Депо 1 минута пешком Москва , ЮВАО , р-н Люблино , м. Депо , Егорьевский проезд , 3АС1 43 000 ₽/мес. От года, комм. платежи включены (без счётчиков), без комиссии, залог 43 000 ₽ Сдается в аренду потрясающий апартамент со свежим ремонтом. БЕЗ КОМИСИИ! 15 пешком от м . Люблино или 6 мин от м. Депо. Вся необходимая мебель и техника присутствует, все в отличном состоянии . Апартамент 2х этажный. Первый этаж- кухня гостиная, второй этаж спальня. Без детей и животных. Соседи хорошие. Первый этаж, под ним цоколь, тоже жилой. Сдается с 6 АПРЕЛЯ. Риелтор ID 191762 Документы проверены +7 910 013-48-... вчера вчера, 14:50",,https://www.cian.ru/cat.php?deal_type=rent&district%5B0%5D=8&engine_version=2&offer_type=flat&room9=1&type=4&p=3,2026-04-20T19:22:43+00:00
1797,328985601,ЮВАО,https://www.cian.ru/rent/flat/328985601/?context=4.2oDWP6F3F_g.BFSXzrzt_uehHnZ6EaBZGsqSC_cMzY_u1YHQncRu2JfcmGO17tbx-i5hav1-DOG1CyIeSi7dtO4xZw&mlSearchSessionGuid=21064e85ed82d0b4a773f97d1c71f86e,1/10,145000,15.0,1,9,,"1/10 Студия, 15 м², 1/9 этаж Ранний доступ Только на Циан Кожуховская 5 минут пешком Москва , ЮВАО , р-н Южнопортовый , м. Кожуховская , 5-я Кожуховская улица , 34К1 45 000 ₽/мес. От года, комм. платежи включены (без счётчиков), без комиссии, залог 60 000 ₽ БЕЗ КОМИССИИ, Я СОБСТВЕННИК. Студия. Свежий ремонт. Очень обжитой район со всей необходимой инфраструктурой, до метро Кожуховская 3 минуты пешком. Сдаю по договору строго для одного человека. Коммунальные услуги оплачиваются отдельно по счетчикам. Собственник ID 35549711 Документы проверены +7 916 220-78-... Написать час назад сегодня, 21:15",,https://www.cian.ru/cat.php?deal_type=rent&district%5B0%5D=8&engine_version=2&offer_type=flat&room9=1&type=4&p=2,2026-04-20T19:22:43+00:00
1804,329126008,ЮВАО,https://www.cian.ru/rent/flat/329126008/?context=4.Y9d_2hcBryw.pJn5G8mT9-fFsVsrvnGy0QKP0R_TVQtGoeDMQG7ThPONP3jpo-Ox0ivGYQuREeaAwqFTWgVFGb_Tcg&mlSearchSessionGuid=21064e85ed82d0b4a773f97d1c71f86e,1/19,145000,20.0,4,20,,"1/19 Студия, 20 м², 4/20 этаж Люблино 4 минуты на транспорте Москва , ЮВАО , р-н Люблино , м. Депо , Люблинская улица , 72Ак1 45 000 ₽/мес. От года, комм. платежи включены (без счётчиков), комиссия 65%, залог 45 000 ₽ Сдаётся уютная студия в современном жк. В квартире никто не жил, сдается впервые!! В квартире сделан качественный евроремонт, что создаёт современную и комфортную обстановку. Пространство продумано до мелочей: функциональная кухня площадью 10 кв. м оборудована необходимой мебелью и техникой, включая холодильник и стиральную машину. В комнате также есть вся нужная мебель для вашего удобства. Совмещённый санузел оснащён душевой кабиной, что особенно удобно для небольшой площади. Дом обладает всеми необходимыми удобствами: здесь есть наземная парковка и три лифта — два пассажирских и один грузовой. В доме проведён интернет, поэтому можно сразу подключаться к сети и наслаждаться всеми преимуществами жизни в современном здании. Район предлагает развитую инфраструктуру: рядом находятся школы, детские сады и магазины, что делает это место особенно удобным для семей. Условия аренды: квартира сдаётся на длительный срок. Подходит для проживания одного-двух человек. Не упустите возможность снять уютную и современную студию! Звоните и записывайтесь на просмотр, будем рады вам её показать. Агентство недвижимости Space Realty +7 916 465-01-... Написать вчера вчера, 20:28",,https://www.cian.ru/cat.php?deal_type=rent&district%5B0%5D=8&engine_version=2&offer_type=flat&room9=1&type=4&p=2,2026-04-20T19:22:43+00:00
1802,329009950,ЮВАО,https://www.cian.ru/rent/flat/329009950/?context=4.4ZAOhX5Zvro.HVClFYftzZcnNaYTyAd3KV3q8SxqCHIIVLGs7-3wJtVdys03J7o9wW_JLBXuB5v4ZSLIyanLz4zrMA&mlSearchSessionGuid=21064e85ed82d0b4a773f97d1c71f86e,1/31,153000,19.7,20,22,,"1/31 Студия, 19,7 м², 20/22 этаж Текстильщики 20 минут пешком Москва , ЮВАО , р-н Текстильщики , м. Новохохловская , 1-й Грайвороновский проезд , 7Ак1 53 000 ₽/мес. От года, комм. платежи включены (без счётчиков), комиссия 50%, без залога Долгoсpoчнaя аpенда (договoр нa 11 меcяцев). Предcтaвляeм вашeму внимaнию cтильную cтудию 19,7 кв.м. в ЖK Волжский паpк. Бытовая тeхникa: cтиpaльнaя мaшинa, xoлoдильник, вытяжка, варoчнaя панeль, тeлeвизор, электpический чайник, микрoволнoвая пeчь. Район oблaдаeт нaсыщенной и рaзвитoй инфраcтруктуpой: - в 15 минутax пешком oт метро Текстильщики - подземные и наземные паркинги, дворы-парки - поликлиники, магазины и фитнес-клубы. - в окружении находятся ТЦ Город, Леруа Мерлен, кинотеатр Олимпик Синема и стадион Москвич. Поблизости благоустроенные зелёные зоны: Волжский бульвар, большой Кузьминский лесопарк, пруд Садки и музей-усадьба Кусково. УСЛОВИЯ ПРОЖИВАНИЯ: не более 2-х чел - Комиссия 50% от арендного платежа; - Раннее бронирование объекта (за 3 дня до заселения); - Персональный менеджер на всех этапах аренды быстро реагирует на запросы - большинство бытовых вопросов решаем за 48 часов; - Страхование гражданской ответственности до 0,3 млн ₽; - Организация мелкого ремонта. Коммунальные платежи: электроэнергия, хвс\гвс, услуги интернет провайдера, расходы за отопление дома/квартиры оплачивает арендатор. Заселение только при наличии постоянной регистрации РФ. БЕЗ ЖИВОТНЫХ! Агентство недвижимости СМАРЕНТ Документы проверены +7 985 853-93-... Написать два дня назад 18 апр, 17:40",,https://www.cian.ru/cat.php?deal_type=rent&district%5B0%5D=8&engine_version=2&offer_type=flat&room9=1&type=4&p=2,2026-04-20T19:22:43+00:00
1775,327641627,ЮВАО,https://www.cian.ru/rent/flat/327641627/?context=4.Fp_c0Wqbzu0._r2aYAuzLiPoApKBSuQmTRPXhoXFdES48HRJyDZmJ7VDjZkcuf7s1WFCplili3hHwZ03yDXUSmvm3A&mlSearchSessionGuid=d6016804c573063ab93e478e792a6ce1,1/12 Ещё фото,160000,20.0,34,38,,"1/12 Ещё фото Уютная, стильная ! Студия, 20 м², 34/38 этаж Только на Циан Волгоградский проспект 6 минут пешком Москва , ЮВАО , р-н Южнопортовый , м. Волгоградский проспект , Новоостаповская улица , 7к1 60 000 ₽/мес. От года, комм. платежи включены (без счётчиков), комиссия 30%, залог 50 000 ₽ Впервые сдается уютная , видовая студия. Супер укомплектована всем необходимым для комфортной жизни. Много мест хранения. Свободная. Депозит делим . Видео по запросу. звоните ID 47664046 Документы проверены Посмотреть все объекты +7 923 076-18-... Написать 13 часов назад сегодня, 08:47",,https://www.cian.ru/cat.php?deal_type=rent&district%5B0%5D=8&engine_version=2&offer_type=flat&room9=1&type=4&p=1,2026-04-20T19:22:43+00:00
1786,328869295,ЮВАО,https://www.cian.ru/rent/flat/328869295/?context=4.jDcadiHz0ic.-0ZklCd2ZjeHWlAi_s6b6llTIi8G77e6fDr0jq70uX47YVJdRLP44IX3wJGUUMVxU338CldAFlfYtA&mlSearchSessionGuid=d6016804c573063ab93e478e792a6ce1,1/10,160000,21.1,1,5,,"1/10 Апартаменты-студия, 21,1 м², 1/5 этаж Только на Циан Лефортово 10 минут пешком Москва , ЮВАО , р-н Лефортово , м. Лефортово , Ухтомская улица , 16К1 60 000 ₽/мес. От года, комм. платежи включены (без счётчиков), без комиссии, залог 60 000 ₽ Предлагаем уютные апартаменты по адресу: ул. Ухтомская, 16, к.1 21,1 м² Почему это идеальный вариант: Дизайнерский ремонт: Свежий, стильный интерьер — здесь приятно находиться. Полная комплектация: Заезжайте с одним чемоданом! Есть вся необходимая техника: стиральная машина, холодильник, СВЧ-печь, варочная панель. Готовность: Квартира полностью меблирована и готова к заселению прямо сейчас. Локация: Отличная транспортная доступность позволит вам легко добираться до любой точки города. Условия аренды: Цена: 60 000 руб./мес. + коммунальные платежи. Агентство недвижимости ONE OSNOVA Документы проверены +7 986 274-23-... Написать 9 часов назад сегодня, 12:25",,https://www.cian.ru/cat.php?deal_type=rent&district%5B0%5D=8&engine_version=2&offer_type=flat&room9=1&type=4&p=1,2026-04-20T19:22:43+00:00
1818,328697997,ЮВАО,https://www.cian.ru/rent/flat/328697997/?context=4.hQ7UCr77xKk.2lGqcEkgdKnZoW_wz288N4wduHF0H79JkHQMeHhQvOhrwR2T3U818-3sdmHIw-E6fTCXh4elL7PTVg&mlSearchSessionGuid=21064e85ed82d0b4a773f97d1c71f86e,1/21,160000,26.0,2,30,,"1/21 Студия, 26 м², 2/30 этаж Только на Циан Волгоградский проспект 12 минут пешком Москва , ЮВАО , р-н Южнопортовый , м. Угрешская , Волгоградский проспект , 32/5к1 60 000 ₽/мес. От года, комм. платежи включены (без счётчиков), комиссия 60%, залог 60 000 ₽ Арт. 134155294 Сдается студия 26 м² в ЖК ""Метрополия"" (корпус Стокгольм) на длительный срок. В шаговой доступности метро и МЦК: до станции МЦК ""Угрешская"" 45 минут пешком, до метро ""Волгоградский проспект"" 710 минут. Прямой выезд с территории на Волгоградский проспект и ТТК. ЖК комфорт-класса: презентабельный подъезд, вход по смарт-картам, круглосуточная охрана и видеонаблюдение, консьерж в каждом корпусе. Закрытая благоустроенная территория, двор без машин, подземный паркинг, детские и спортивные площадки. Внутри двора и в пешей доступности всё необходимое для жизни: продуктовые магазины, кафе, пункты выдачи заказов (Ozon, Wildberries и другие). Выходить за пределы ЖК не нужно, чтобы забрать посылку или купить продукты. Сама студия светлая, окна выходят во двор тихо. Дизайн минималистичный, всё аккуратно и без лишнего. В квартире уже есть всё необходимое: кровать, кухня с техникой, стол, стулья. Коммунальные платежи по счётчикам. Сдаю на длительный срок. Имеется видеообзор — пришлю ссылкой по запросу. Звоните, пишите, приезжайте смотреть. Агентство недвижимости FOX ESTATE Документы проверены +7 989 564-10-... Написать 4 часа назад сегодня, 18:20",,https://www.cian.ru/cat.php?deal_type=rent&district%5B0%5D=8&engine_version=2&offer_type=flat&room9=1&type=4&p=2,2026-04-20T19:22:43+00:00
