id,listing_id,district,url,title,price_rub,area_m2,floor,total_floors,metro,address,description_snippet,source_page,scraped_at
1901,328835097,ЮВАО,https://www.cian.ru/rent/flat/328835097/?context=4.IMLtS3SxLos.nZPx2l5GeHXJ0lYYcwoNVcQczE7zoswXu9hAjomFfUxFBQhWVx7IFhiWxg52Pgr0ibgKPjHLm1Sgtg&mlSearchSessionGuid=e8eeb4f0abc4dfa88b017e76859135b3,1/15,78000,27.0,13,27,,"1/15 Студия, 27 м², 13/27 этаж Только на Циан Авиамоторная 13 минут пешком Москва , ЮВАО , р-н Лефортово , м. Авиамоторная , Символ ЖК , Независимость кв-л 78 000 ₽/мес. От года, комм. платежи включены (без счётчиков), комиссия 30%, залог 78 000 ₽ Ждем вас на просмотр! Сдаётся просторная и светлая студия с абсолютно новым ремонтом, мебелью и техникой в ЖК бизнес-класса Символ. Отличная локация за счет своей транспортной и пешей доступности. Станции метро Площадь Ильича, Авиамоторная и Римская в 10-15 минутах пешей доступности. Быстрый выезд на ТТК и комфортная развязка к центру города. В квартире выполнен дизайнерский ремонт, присутствует все необходимое для жизни. Если мы посмотрим из окна, то насладимся спокойным видом на двор, ухоженной придомовой территорией с детской площадкой. Установлена система охраны и видеонаблюдения. На территории комплекса находится охраняемый наземный и подземный паркинг. Закрытая территория. В самом ЖК большое количество ресторанов и кафе. Закрытые дворы без машин с современными детскими площадками и прогулочными зонами. Данная локация славится своей развитой инфраструктурой. Рядом находится ТРЦ Город с невероятным количеством различных магазинов, заведений и развлечений, а также банки, аптеки и пункты выдачи. Через дорогу от дома всеми известный фитнесс клуб World Class. В пешей доступности находятся школы, детские сады. Парк Зеленая река - станет незаменимым местом для прогулок. Большое количество очистных пространств рядом с ЖК. Квартира сдаётся на длительный срок. Звоните, прямо сейчас, чтобы договориться о просмотре. Буду рада ответить на все интересующие вопросы! Номер объекта: #1/537035/24838 Агентство недвижимости Moscow Sales Department Документы проверены +7 916 612-48-... Написать вчера вчера, 19:02",,https://www.cian.ru/cat.php?deal_type=rent&district%5B0%5D=8&engine_version=2&offer_type=flat&room9=1&type=4&p=2,2026-04-21T05:37:52+00:00
1872,326294321,ЮВАО,https://www.cian.ru/rent/flat/326294321/?context=4.Ks2Iu-Rogb8.-hpWlXU2RVMTYtk6eXM2CmRn1lZrE3Vh4Q5vG_4UfpnO5-sw_2DYyTPeX8FdiM-thh3kFDuapq2-mA&mlSearchSessionGuid=af986f23cf82ce1225f005c0be03eb71,1/15,135000,13.5,2,10,,"1/15 Студия, 13,5 м², 2/10 этаж Только на Циан Юго-Восточная 8 минут пешком Москва , ЮВАО , р-н Выхино-Жулебино , м. Юго-Восточная , Ташкентская улица , 25К1 35 000 ₽/мес. От года, комм. платежи включены (без счётчиков), комиссия 60%, залог 35 000 ₽ Сдается уютная студия площадью 11.6 кв. м. на длительный срок. До метро Юго-Восточная всего 8 минут пешком. В квартире есть все необходимое для комфортного проживания: косметический ремонт, необходимая мебель, холодильник, стиральная машина, микроволновая плита, электрическая поверхность, электрический чайник. Планировка включает совмещенный санузел с душевой кабиной. В вашем распоряжении также интернет, поэтому можно смело работать или учиться онлайн. Лоджия добавляет дополнительное пространство для хранения или отдыха. Дом находится в районе с развитой инфраструктурой. В шаговой доступности расположены школы, детские сады и клиники, поэтому все важные учреждения будут у вас под рукой. Для любителей шопинга и повседневных покупок поблизости есть магазины. Риелтор ID 116658281 +7 985 254-20-... Написать вчера 19 апр, 15:37",,https://www.cian.ru/cat.php?deal_type=rent&district%5B0%5D=8&engine_version=2&offer_type=flat&room9=1&type=4&p=1,2026-04-21T05:37:52+00:00
1923,320691127,ЮВАО,https://www.cian.ru/rent/flat/320691127/?context=4.NHL9lJvHSJA.Jt0Zk8YIIxatrBNoKFyr5_7J9-PVbcpM2-tytc59CuchuL8bISMGwEEdKHUC8KBr303Nohzy2r6wtA&mlSearchSessionGuid=9fd568f976a6a55fb6d9fd10435a3a8d,1/11,143000,17.0,2,3,,"1/11 Апартаменты-студия, 17 м², 2/3 этаж Только на Циан Депо 1 минута пешком Москва , ЮВАО , р-н Люблино , м. Депо , Егорьевский проезд , 3АС1 43 000 ₽/мес. От года, комм. платежи включены (без счётчиков), без комиссии, залог 43 000 ₽ Сдается в аренду потрясающий апартамент со свежим ремонтом. БЕЗ КОМИСИИ! 15 пешком от м . Люблино или 6 мин от м. Депо. Вся необходимая мебель и техника присутствует, все в отличном состоянии . Апартамент 2х этажный. Первый этаж- кухня гостиная, второй этаж спальня. Без детей и животных. Соседи хорошие. Первый этаж, под ним цоколь, тоже жилой. Сдается с 6 АПРЕЛЯ. Риелтор ID 191762 Документы проверены +7 910 013-48-... вчера 19 апр, 14:50",,https://www.cian.ru/cat.php?deal_type=rent&district%5B0%5D=8&engine_version=2&offer_type=flat&room9=1&type=4&p=3,2026-04-21T05:37:52+00:00
1932,304833727,ЮВАО,https://www.cian.ru/rent/flat/304833727/?context=4.iixR0_1FJZ0.UAOPg5ZhRLnaglTzQy9qVJyX10MsxfycXZ2bXmSygV_ZSrqcN17MdFriSLVQfjatdJYocsRXPyoWuw&mlSearchSessionGuid=9fd568f976a6a55fb6d9fd10435a3a8d,1/5,144000,23.0,7,16,,"1/5 Студия, 23 м², 7/16 этаж Люблино 16 минут пешком Москва , ЮВАО , р-н Люблино , м. Люблино , Цимлянская улица , 3к1 44 000 ₽/мес. На несколько месяцев, комм. платежи включены (без счётчиков), без комиссии, залог 50 000 ₽ Уютная студия со всей мебелью в развитом в плане инфраструктуры районе сдается одному человеку - гражданину РФ с добропорядочной репутацией и без долгов. Цена аренды указана без коммунальных расходов. Договор. На звонки отвечаю редко, пишите в мессенджерах. Собственник ID 107316047 Документы проверены Назначить просмотр месяц назад 4 мар, 13:08",,https://www.cian.ru/cat.php?deal_type=rent&district%5B0%5D=8&engine_version=2&offer_type=flat&room9=1&type=4&p=3,2026-04-21T05:37:52+00:00
1889,329126008,ЮВАО,https://www.cian.ru/rent/flat/329126008/?context=4.T_KOnk2SYXg.yz1Xr9B9pV4YluqpAqfuChxlw1a2QVkaXaIhfBaozF41VOeswtGvpTL2z9eI6KB-PNyN6gYMf-NRYg&mlSearchSessionGuid=e8eeb4f0abc4dfa88b017e76859135b3,1/19,145000,20.0,4,20,,"1/19 Студия, 20 м², 4/20 этаж Люблино 4 минуты на транспорте Москва , ЮВАО , р-н Люблино , м. Депо , Люблинская улица , 72Ак1 45 000 ₽/мес. От года, комм. платежи включены (без счётчиков), комиссия 65%, залог 45 000 ₽ Сдаётся уютная студия в современном жк. В квартире никто не жил, сдается впервые!! В квартире сделан качественный евроремонт, что создаёт современную и комфортную обстановку. Пространство продумано до мелочей: функциональная кухня площадью 10 кв. м оборудована необходимой мебелью и техникой, включая холодильник и стиральную машину. В комнате также есть вся нужная мебель для вашего удобства. Совмещённый санузел оснащён душевой кабиной, что особенно удобно для небольшой площади. Дом обладает всеми необходимыми удобствами: здесь есть наземная парковка и три лифта — два пассажирских и один грузовой. В доме проведён интернет, поэтому можно сразу подключаться к сети и наслаждаться всеми преимуществами жизни в современном здании. Район предлагает развитую инфраструктуру: рядом находятся школы, детские сады и магазины, что делает это место особенно удобным для семей. Условия аренды: квартира сдаётся на длительный срок. Подходит для проживания одного-двух человек. Не упустите возможность снять уютную и современную студию! Звоните и записывайтесь на просмотр, будем рады вам её показать. Агентство недвижимости Space Realty +7 916 465-01-... Написать вчера 19 апр, 20:28",,https://www.cian.ru/cat.php?deal_type=rent&district%5B0%5D=8&engine_version=2&offer_type=flat&room9=1&type=4&p=2,2026-04-21T05:37:52+00:00
1902,328985601,ЮВАО,https://www.cian.ru/rent/flat/328985601/?context=4.DTd4H6dGScc.PNmDcN-ZneNCObAPs7QoWct2wxB-xtF8fcTxi0NuYGeSLoiKKF7jSaM5HhcLYdaRs7hHFUn61Y5zFQ&mlSearchSessionGuid=e8eeb4f0abc4dfa88b017e76859135b3,1/10,145000,15.0,1,9,,"1/10 Студия, 15 м², 1/9 этаж Только на Циан Кожуховская 5 минут пешком Москва , ЮВАО , р-н Южнопортовый , м. Кожуховская , 5-я Кожуховская улица , 34К1 45 000 ₽/мес. От года, комм. платежи включены (без счётчиков), без комиссии, залог 60 000 ₽ БЕЗ КОМИССИИ, Я СОБСТВЕННИК. Студия. Свежий ремонт. Очень обжитой район со всей необходимой инфраструктурой, до метро Кожуховская 3 минуты пешком. Сдаю по договору строго для одного человека. Коммунальные услуги оплачиваются отдельно по счетчикам. Собственник ID 35549711 Документы проверены +7 916 220-78-... Написать вчера вчера, 21:15",,https://www.cian.ru/cat.php?deal_type=rent&district%5B0%5D=8&engine_version=2&offer_type=flat&room9=1&type=4&p=2,2026-04-21T05:37:52+00:00
1886,329009950,ЮВАО,https://www.cian.ru/rent/flat/329009950/?context=4.eun_c38SKIo.EbP2UTtwOaZVDNPbIsgGdthqr9VKdq8tXddTkx_nEiGiASdLf8Y2O8K6Htfz7HBG5oRINbtSExQPBw&mlSearchSessionGuid=e8eeb4f0abc4dfa88b017e76859135b3,1/31,153000,19.7,20,22,,"1/31 Студия, 19,7 м², 20/22 этаж Текстильщики 20 минут пешком Москва , ЮВАО , р-н Текстильщики , м. Новохохловская , 1-й Грайвороновский проезд , 7Ак1 53 000 ₽/мес. От года, комм. платежи включены (без счётчиков), комиссия 50%, без залога Долгoсpoчнaя аpенда (договoр нa 11 меcяцев). Предcтaвляeм вашeму внимaнию cтильную cтудию 19,7 кв.м. в ЖK Волжский паpк. Бытовая тeхникa: cтиpaльнaя мaшинa, xoлoдильник, вытяжка, варoчнaя панeль, тeлeвизор, электpический чайник, микрoволнoвая пeчь. Район oблaдаeт нaсыщенной и рaзвитoй инфраcтруктуpой: - в 15 минутax пешком oт метро Текстильщики - подземные и наземные паркинги, дворы-парки - поликлиники, магазины и фитнес-клубы. - в окружении находятся ТЦ Город, Леруа Мерлен, кинотеатр Олимпик Синема и стадион Москвич. Поблизости благоустроенные зелёные зоны: Волжский бульвар, большой Кузьминский лесопарк, пруд Садки и музей-усадьба Кусково. УСЛОВИЯ ПРОЖИВАНИЯ: не более 2-х чел - Комиссия 50% от арендного платежа; - Раннее бронирование объекта (за 3 дня до заселения); - Персональный менеджер на всех этапах аренды быстро реагирует на запросы - большинство бытовых вопросов решаем за 48 часов; - Страхование гражданской ответственности до 0,3 млн ₽; - Организация мелкого ремонта. Коммунальные платежи: электроэнергия, хвс\гвс, услуги интернет провайдера, расходы за отопление дома/квартиры оплачивает арендатор. Заселение только при наличии постоянной регистрации РФ. БЕЗ ЖИВОТНЫХ! Агентство недвижимости СМАРЕНТ Документы проверены +7 985 853-93-... Написать два дня назад 18 апр, 17:40",,https://www.cian.ru/cat.php?deal_type=rent&district%5B0%5D=8&engine_version=2&offer_type=flat&room9=1&type=4&p=2,2026-04-21T05:37:52+00:00
1858,327641627,ЮВАО,https://www.cian.ru/rent/flat/327641627/?context=4.DEov58zVFNo.LsVeXYSO52zgnxh7Z2XGdfNfzaOKxlOmnkaRetl3BSxhTfm-g7IU7rWbh-AWoi_axFWK9x7NR1LtEg&mlSearchSessionGuid=af986f23cf82ce1225f005c0be03eb71,1/12 Ещё фото,160000,20.0,34,38,,"1/12 Ещё фото Уютная, стильная ! Студия, 20 м², 34/38 этаж Только на Циан Волгоградский проспект 6 минут пешком Москва , ЮВАО , р-н Южнопортовый , м. Волгоградский проспект , Новоостаповская улица , 7к1 60 000 ₽/мес. От года, комм. платежи включены (без счётчиков), комиссия 30%, залог 50 000 ₽ Впервые сдается уютная , видовая студия. Супер укомплектована всем необходимым для комфортной жизни. Много мест хранения. Свободная. Депозит делим . Видео по запросу. звоните ID 47664046 Документы проверены Посмотреть все объекты +7 923 076-18-... Написать вчера вчера, 08:47",,https://www.cian.ru/cat.php?deal_type=rent&district%5B0%5D=8&engine_version=2&offer_type=flat&room9=1&type=4&p=1,2026-04-21T05:37:52+00:00
1868,328869295,ЮВАО,https://www.cian.ru/rent/flat/328869295/?context=4.a7a6PljhQpI.Vn5ZKEAT1CYdpnh0FLlXSzP1zGgIRx3_UDm_PUqDNGxlHARAJDXuKSdv4Q7JYMOQcFzXUk32w_QqHA&mlSearchSessionGuid=af986f23cf82ce1225f005c0be03eb71,1/10,160000,21.1,1,5,,"1/10 Апартаменты-студия, 21,1 м², 1/5 этаж Только на Циан Лефортово 10 минут пешком Москва , ЮВАО , р-н Лефортово , м. Лефортово , Ухтомская улица , 16К1 60 000 ₽/мес. От года, комм. платежи включены (без счётчиков), без комиссии, залог 60 000 ₽ Предлагаем уютные апартаменты по адресу: ул. Ухтомская, 16, к.1 21,1 м² Почему это идеальный вариант: Дизайнерский ремонт: Свежий, стильный интерьер — здесь приятно находиться. Полная комплектация: Заезжайте с одним чемоданом! Есть вся необходимая техника: стиральная машина, холодильник, СВЧ-печь, варочная панель. Готовность: Квартира полностью меблирована и готова к заселению прямо сейчас. Локация: Отличная транспортная доступность позволит вам легко добираться до любой точки города. Условия аренды: Цена: 60 000 руб./мес. + коммунальные платежи. Агентство недвижимости ONE OSNOVA Документы проверены +7 986 274-23-... Написать шесть дней назад 14 апр, 11:09",,https://www.cian.ru/cat.php?deal_type=rent&district%5B0%5D=8&engine_version=2&offer_type=flat&room9=1&type=4&p=1,2026-04-21T05:37:52+00:00
1884,329128014,ЮВАО,https://www.cian.ru/rent/flat/329128014/?context=4.QcUiKEtILKc.JAK6k-e3SaKry1qC1Md1XiAAgQHVZpMLQQGZFo1YkgfBL9LP0JF77-kJTPNJuLaWDHC1b_5BuEp0hg&mlSearchSessionGuid=e8eeb4f0abc4dfa88b017e76859135b3,1/14,160000,24.0,28,33,,"1/14 Студия, 24 м², 28/33 этаж Только на Циан Волгоградский проспект 6 минут пешком Москва , ЮВАО , р-н Южнопортовый , м. Волгоградский проспект , Новоостаповская улица , 7к1 60 000 ₽/мес. От года, комм. платежи включены (без счётчиков), комиссия 50%, залог 60 000 ₽ ВИДОВАЯ КВАРТИРА! Вашему вниманию предлагается ДИЗАЙНЕРСКАЯ СТУДИЯ в ЖК Первый Дубровский. Предлагаю сразу ознакомиться с ВИДЕО и записываться на показ. Квартира-студия оборудована необходимой НОВОЙ техникой и мебелью для комфортного проживания: Заезжай и живи! Наполнение продумано собственником до МЕЛОЧЕЙ! Полностью меблированная квартира-студия! Кухня оборудована техникой, а именно: варочная панель, вытяжка, СВЧ, посудомоечная машина, чайник, кухонные принадлежности/посуда и вместительный холодильник. Комфортный угловой раскладной диван с подъемным механизмом/системой хранения. Оборудованная ТВ-зона. В квартире-студии установлен кондиционер, будет комфортно в любую погоду. Много места для хранения ваших вещей. Очень приятный и отзывчивый собственник. ФАНТАСТИЧЕСКИ развитая инфраструктура: бесчисленное множество супермаркетов, аптек, ПВ3, кафе, ресторанов и торговых центров в шаговой доступности от дома. УДОБНАЯ транспортная доступность: 6 минут пешком до метро Волгоградский проспект/13 минут пешком до метро Дубровка. Рассмотрим семейную пару или одного проживающего. Без детей. Без животных. Если будут вопросы, обращайтесь по телефону или в чате. С уважением, Ольга Риелтор Ольга Мешкова Суперагент +7 916 532-83-... Написать два дня назад 18 апр, 18:01",,https://www.cian.ru/cat.php?deal_type=rent&district%5B0%5D=8&engine_version=2&offer_type=flat&room9=1&type=4&p=2,2026-04-21T05:37:52+00:00
