id,listing_id,district,url,title,price_rub,area_m2,floor,total_floors,metro,address,description_snippet,source_page,scraped_at
1317,301543961,ЮВАО,https://www.cian.ru/rent/flat/301543961/?context=3.O6RsmJwTL7E.gC52vS8N6yrZsXjacveTRyUAiC2MVsrfFQqp0EsdwMLpK42kkal6IbDMD2Zc3mwNzaAOnbAJeI-fhw&mlSearchSessionGuid=7482e57045eec1593fc2f4df1fb58033,1/12,40000,17.0,5,5,,"1/12 Апартаменты-студия, 17 м², 5/5 этаж Только на Циан Текстильщики 18 минут пешком Москва , ЮВАО , р-н Текстильщики , м. Текстильщики , 1-й Грайвороновский проезд , 2А 40 000 ₽/мес. От года, комм. платежи включены (без счётчиков), комиссия 60%, залог 43 000 ₽ Сдаю студию со всеми удобствами в районе метро Текстильщики, от метро 15 минут пешком или 3 остановки автобусом. В квартире имеется все для комфортного проживания: кухня, микроволновка, чайник, варочная панель, вытяжка, холодильник, кровать двуспальная, обеденный стол, стиральная машинка, совмещённый санузел, шкаф-гардероб. Условия: предоплата за месяц, залог за последний месяц аренды, коммунальные платежи отдельно, комиссия агенту разово при заселении. Риелтор Александр Дворников Документы проверены +7 985 579-70-... Написать два дня назад 12 апр, 13:12",,https://www.cian.ru/cat.php?deal_type=rent&district%5B0%5D=8&engine_version=2&offer_type=flat&room9=1&type=4&p=3,2026-04-15T08:24:59+00:00
1266,283229441,ЮВАО,https://www.cian.ru/rent/flat/283229441/?context=3.og9M5cwRc4U.bNOfgzIcU6IUVllFvLahuinLE-GQjzK5Np4-9yznF6ebFV2lwZzGjWsM4mue-PdB3pI9fKXuRwxKWQ&mlSearchSessionGuid=daec26bea0b5d89d4c67897fb012860c,1/5,133000,16.0,1,17,,"1/5 Студия, 16 м², 1/17 этаж Люблино 4 минуты на транспорте Москва , ЮВАО , р-н Марьино , м. Люблино , улица Верхние Поля , 42К1 33 000 ₽/мес. От года, комм. платежи включены (счётчики включены), без комиссии, залог 16 500 ₽ В действующем отели, на длительный срок, сдается студия гостиничного типа, без кухни ! В стоимость все включено, страховой депозит - 50%. Рассматривают 1-2 чел., РФ. В комнате минимум мебели - кровать, стол+ 2 стула, телевизор. Кондиционер. Санузел совмещенный, душ-кабина. Подробности по телефону. Агентство недвижимости Лунный Свет +7 923 078-87-... Написать вчера вчера, 12:32",,https://www.cian.ru/cat.php?deal_type=rent&district%5B0%5D=8&engine_version=2&offer_type=flat&room9=1&type=4&p=1,2026-04-15T08:24:59+00:00
1287,300381793,ЮВАО,https://www.cian.ru/rent/flat/300381793/?context=3.cSObUiWbAfo.fxq4XyDyMws132cNyRKrUV7r1LJhiuQxbbiBSQnFCcqCPfJ4L0wQYk9NaOZ82cTCJCwbSNidYDrNRA&mlSearchSessionGuid=daec26bea0b5d89d4c67897fb012860c,1/6,135000,16.0,1,12,,"1/6 Студия, 16 м², 1/12 этаж Только на Циан Люблино 13 минут пешком Москва , ЮВАО , р-н Люблино , м. Люблино , Тихорецкий бульвар , 4К1 35 000 ₽/мес. От года, комм. платежи включены (без счётчиков), комиссия 100%, залог 35 000 ₽ Залог делится на два месяца. Вашему вниманию предлагается уютная студия. Высокий первый этаж. В студии есть абсолютно все для комфортного проживания: Кухонный гарнитур, холодильник, стиральная машина, стол, 2 стула. Рядом с домом магазины, детские сады, школы. Спокойные соседи, Собственник адекватный. Сдается на длительный срок. Заехать можно сразу Звоните. Показ по договоренности. Риелтор ID 105044327 Документы проверены +7 989 146-61-... Написать три дня назад 11 апр, 11:26",,https://www.cian.ru/cat.php?deal_type=rent&district%5B0%5D=8&engine_version=2&offer_type=flat&room9=1&type=4&p=1,2026-04-15T08:24:59+00:00
1302,326294321,ЮВАО,https://www.cian.ru/rent/flat/326294321/?context=3.LHpOf7B8mrc.hAqvdqIah7Uy575NFN17Vk4PuDxvgK9C52FVfHzHQfCfjSznlmHGm5D1lwkuiK-72e43l7sGg57Kqw&mlSearchSessionGuid=0b98eaf621491594a4ec387ce9761192,1/15,135000,11.6,2,10,,"1/15 Студия, 11,6 м², 2/10 этаж Только на Циан Юго-Восточная 8 минут пешком Москва , ЮВАО , р-н Выхино-Жулебино , м. Юго-Восточная , Ташкентская улица , 25К1 35 000 ₽/мес. От года, комм. платежи включены (без счётчиков), комиссия 70%, залог 35 000 ₽ Сдается уютная студия площадью 11.6 кв. м. на длительный срок. До метро Юго-Восточная всего 8 минут пешком. В квартире есть все необходимое для комфортного проживания: косметический ремонт, необходимая мебель, холодильник, стиральная машина, микроволновая плита, электрическая поверхность, электрический чайник. Планировка включает совмещенный санузел с душевой кабиной. В вашем распоряжении также интернет, поэтому можно смело работать или учиться онлайн. Лоджия добавляет дополнительное пространство для хранения или отдыха. Дом находится в районе с развитой инфраструктурой. В шаговой доступности расположены школы, детские сады и клиники, поэтому все важные учреждения будут у вас под рукой. Для любителей шопинга и повседневных покупок поблизости есть магазины. Риелтор ID 116658281 +7 985 254-20-... Написать неделю назад 5 апр, 21:12",,https://www.cian.ru/cat.php?deal_type=rent&district%5B0%5D=8&engine_version=2&offer_type=flat&room9=1&type=4&p=2,2026-04-15T08:24:59+00:00
1341,304833727,ЮВАО,https://www.cian.ru/rent/flat/304833727/?context=3.T3W3p2-Azu8.ICLf868JxkRmG2Pm-gM8_cvo5jDTI6ujA_C9RW6yQuyODcNujfIt0ACU4_0rGY2qsq2Ij7Zk39d-iA&mlSearchSessionGuid=7482e57045eec1593fc2f4df1fb58033,1/5,144000,23.0,7,16,,"1/5 Студия, 23 м², 7/16 этаж Только на Циан Люблино 16 минут пешком Москва , ЮВАО , р-н Люблино , м. Люблино , Цимлянская улица , 3к1 44 000 ₽/мес. На несколько месяцев, комм. платежи включены (без счётчиков), без комиссии, залог 50 000 ₽ Уютная студия со всей мебелью в развитом в плане инфраструктуры районе сдается одному человеку - гражданину РФ с добропорядочной репутацией и без долгов. Цена аренды указана без коммунальных расходов. Договор. На звонки отвечаю редко, пишите в мессенджерах. Собственник ID 107316047 Документы проверены Назначить просмотр месяц назад 4 мар, 13:08",,https://www.cian.ru/cat.php?deal_type=rent&district%5B0%5D=8&engine_version=2&offer_type=flat&room9=1&type=4&p=3,2026-04-15T08:24:59+00:00
1280,328869295,ЮВАО,https://www.cian.ru/rent/flat/328869295/?context=3.c0Ol1LYT8mc.GO8-TMtktivxUm1gxPILzgXKJJobhwcm7MrDVfqXpEgKjM60-ybTOm4m_sY1opVzekAiNmJ1L92lwg&mlSearchSessionGuid=daec26bea0b5d89d4c67897fb012860c,1/10,160000,21.1,1,5,,"1/10 Апартаменты-студия, 21,1 м², 1/5 этаж Только на Циан Лефортово 10 минут пешком Москва , ЮВАО , р-н Лефортово , м. Лефортово , Ухтомская улица , 16К1 60 000 ₽/мес. От года, комм. платежи включены (без счётчиков), без комиссии, залог 60 000 ₽ Предлагаем уютные апартаменты по адресу: ул. Ухтомская, 16, к.1 21,1 м² Почему это идеальный вариант: Дизайнерский ремонт: Свежий, стильный интерьер — здесь приятно находиться. Полная комплектация: Заезжайте с одним чемоданом! Есть вся необходимая техника: стиральная машина, холодильник, СВЧ-печь, варочная панель. Готовность: Квартира полностью меблирована и готова к заселению прямо сейчас. Локация: Отличная транспортная доступность позволит вам легко добираться до любой точки города. Условия аренды: Цена: 60 000 руб./мес. + коммунальные платежи. Агентство недвижимости ONE OSNOVA Документы проверены +7 986 274-23-... Написать 10 минут назад сегодня, 11:11",,https://www.cian.ru/cat.php?deal_type=rent&district%5B0%5D=8&engine_version=2&offer_type=flat&room9=1&type=4&p=1,2026-04-15T08:24:59+00:00
1309,328869349,ЮВАО,https://www.cian.ru/rent/flat/328869349/?context=3.BTk5nf0OA8I.vsCHvuc8uK9TNQ02usmbPQTkbLhALLXD6XR_q9n9UqCkXXeMJrsuq6q-5QmLvQI9GcKdNKxGlx6j6A&mlSearchSessionGuid=0b98eaf621491594a4ec387ce9761192,1/13,160000,20.9,1,5,,"1/13 Апартаменты-студия, 20,9 м², 1/5 этаж Только на Циан Лефортово 10 минут пешком Москва , ЮВАО , р-н Лефортово , м. Лефортово , Ухтомская улица , 16К1 60 000 ₽/мес. От года, комм. платежи включены (без счётчиков), без комиссии, залог 60 000 ₽ Стильная студия 20,9 м² с новым ремонтом — заезжай и живи! Предлагаем уютные апартаменты по адресу: ул. Ухтомская, 16, к.1 Почему это идеальный вариант: Дизайнерский ремонт: Свежий, стильный интерьер — здесь приятно находиться. Полная комплектация: Заезжайте с одним чемоданом! Есть вся необходимая техника: стиральная машина, холодильник, СВЧ-печь, варочная панель. Готовность: Квартира полностью меблирована и готова к заселению прямо сейчас. Локация: Отличная транспортная доступность позволит вам легко добираться до любой точки города. Условия аренды: Цена: 60 000 руб./мес. + коммунальные платежи Агентство недвижимости ONE OSNOVA Документы проверены +7 986 274-23-... Написать вчера вчера, 11:06",,https://www.cian.ru/cat.php?deal_type=rent&district%5B0%5D=8&engine_version=2&offer_type=flat&room9=1&type=4&p=2,2026-04-15T08:24:59+00:00
1316,328585103,ЮВАО,https://www.cian.ru/rent/flat/328585103/?context=3.cui_OeKD4FQ.gJkIkch2xF_jum5NJVPb3Vnp8qesHD_mxzC_gr2GA0l0Ad5lGpUzPuAbFA6GsqpjBgfefMWeK-18zQ&mlSearchSessionGuid=0b98eaf621491594a4ec387ce9761192,1/14,160000,19.7,18,24,,"1/14 Студия, 19,7 м², 18/24 этаж Только на Циан Проверено в Росреестре Новохохловская 6 минут пешком Москва , ЮВАО , р-н Нижегородский , м. Новохохловская , Новохохловская улица , 15к1 60 000 ₽/мес. От года, комм. платежи включены (без счётчиков), без комиссии, залог 60 000 ₽ БЕЗ КОМИССИИ, ОТ СОБСТВЕННИКА! Сдается в аренду студия в современном доме 2023 года постройки. Квартира площадью 19.7 кв. м расположена на 18 этаже 24-этажного здания. До станции МЦК и МЦД2 всего 6 минут пешком, что обеспечит вам удобный и быстрый доступ ко всем частям города. Прекрасная студия с евроремонтом и продуманной планировкой. Здесь вы найдете все необходимое для комфортного проживания: мебель в комнате и на кухне, современную технику — кондиционер, холодильник, телевизор, кофемашина, станция Алиса, отпариватель и стиральную машину. Совмещенный санузел оборудован душевой кабиной и гигиеническим душем. Окна выходят на улицу, поэтому в квартире всегда светло и уютно. Дом оснащен четырьмя грузовыми лифтами и подземной парковкой, что делает его удобным для жителей. В пешей доступности от дома расположены клиники и магазины, поэтому все необходимые учреждения будут у вас под рукой. Условия аренды: квартира сдается без комиссии посредников, от собственника. Предусмотрен залог, разбиваем на 2 части, который возвращается при выезде. Квартира идеально подойдет для одного человека или пары. Без детей. Допустимо небольшое воспитанное животное по согласованию. Приглашаем вас на просмотр! Записывайтесь на удобное для вас время и приходите оценить все преимущества этого жилья лично. Собственник ID 431169 Документы проверены +7 980 214-38-... Написать два дня назад 13 апр, 11:15",,https://www.cian.ru/cat.php?deal_type=rent&district%5B0%5D=8&engine_version=2&offer_type=flat&room9=1&type=4&p=2,2026-04-15T08:24:59+00:00
1344,325264052,ЮВАО,https://www.cian.ru/rent/flat/325264052/?context=3.lV9JH_c7jqo.fDNqv81wgmakYyOftpgwiPGWvXbWu9IWjCT07Lq-m7GSW_cKfO0HKeb7HihURZRTnk7pkW27mXt22g&mlSearchSessionGuid=7482e57045eec1593fc2f4df1fb58033,1/16,160000,27.0,8,19,,"1/16 Студия, 27 м², 8/19 этаж Только на Циан Курьяново 6 минут пешком Москва , ЮВАО , р-н Марьино , м. Курьяново , Донецкая улица , 34к1 60 000 ₽/мес. От года, комм. платежи включены (без счётчиков), без комиссии, залог 60 000 ₽ Пожалуйста, пишите в чат, звонки принять не могу. Сдаю свою студию в ЖК комфорт-класса с развитой инфраструктурой и бесплатной парковкой в 5 минутах пешком от станции МЦД Курьяново. (район Марьино) Грузовой и пассажирский лифты Otis Современная мебель и техника, кухня IKEA Кондиционер Стиральная машина Кровать с ортопедическим матрасом 180*200 в выделенной зоне спальни Раскладной диван IKEA с ортопедическим основанием 160*200 как дополнительное спальное место в зоне гостиной Вместительные шкафы IKEA в просторной зоне прихожей 8 этаж, окна в тихий зелёный двор Два больших окна, много света (юго-восток) В 7 минутах ходьбы набережная Москвы-реки и парк 850-летия Москвы с отличной инфраструктурой Проведён интернет, wi-fi роутер Можно с воспитанной собакой Собственник ID 450832 Документы проверены +7 915 384-45-... Написать вчера вчера, 15:28",,https://www.cian.ru/cat.php?deal_type=rent&district%5B0%5D=8&engine_version=2&offer_type=flat&room9=1&type=4&p=3,2026-04-15T08:24:59+00:00
1298,328567594,ЮВАО,https://www.cian.ru/rent/flat/328567594/?context=3.kG_4yuaxlwg.rrdXrYcdfIN5TdAT8ZMKckMZCSGfz0oNMb_OGVGN9tAVv1ndd4vpnjlOGfLum4NvVFKdopsdz-p62g&mlSearchSessionGuid=0b98eaf621491594a4ec387ce9761192,1/22,167000,20.7,27,27,,"1/22 Студия, 20,7 м², 27/27 этаж Авиамоторная 11 минут пешком Москва , ЮВАО , р-н Лефортово , м. Авиамоторная , улица Крузенштерна , 10к1 67 000 ₽/мес. От года, комм. платежи включены (без счётчиков), комиссия 50%, без залога Дoлгоcрочная аренда (договoр нa 11 меcяцeв). Прeдcтaвляeм вaшeму внимaнию пpocторную, уютную студию плoщадью 20,7 кв.м. рacпoложeнную в ЖК Символ. Бытовая техника: кондиционер, телевизор, посудомоечная машина, хoлoдильник, варочная панель, микроволновая печь, cтиpальная машинa, элeктричecкий чайник. Есть все необходимое для комфортного и долгосрочного проживания, в т.ч. посуда. Удобства квартиры: - Встроенная посудомоечная машина; - Вместительные системы хранения; - Уютная просторная комната с красивым видом из окна; - Светлая, уютная ванная комната с современной сантехникой. Дом находится в районе с развитой инфраструктурой: в шаговой доступности остановки общественного транспорта, в 10 минутах пешком находится станция метро ""Авиамоторная"", в 15-20 минутах - станция ""Лефортово"". Рядом с домом расположены: продуктовые супермаркеты, пункты выдачи, аптеки и медицинские учреждения, кафе, рестораны. Преимущество ЖК Символ - безопасные дворы без машин с охраняемой территорией. Во дворе обустроены отдельные детские и спортивные площадки, а также экозоны для прогулок и отдыха. Условия проживания по Тарифу Комфортное проживание: - 50% от арендного платежа при заселении; - Раннее бронирование объекта (за 3 дня до заселения); - Персональный менеджер на всех этапах аренды быстро реагирует на запросы - большинство бытовых вопросов решаем за 48 часов; - Страхование гражданской ответственности до 0,3 млн ₽; - Организация мелкого ремонта. Коммунальные платежи: электроэнергия, хвс\гвс, услуги интернет провайдера, расходы за отопление дома/квартиры оплачивает арендатор. Заселение только при наличии постоянной регистрации РФ. Без животных Агентство недвижимости СМАРЕНТ Документы проверены +7 985 853-93-... Написать неделю назад 7 апр, 10:16",,https://www.cian.ru/cat.php?deal_type=rent&district%5B0%5D=8&engine_version=2&offer_type=flat&room9=1&type=4&p=2,2026-04-15T08:24:59+00:00
