id,listing_id,district,url,title,price_rub,area_m2,floor,total_floors,metro,address,description_snippet,source_page,scraped_at
255,323840974,ЮВАО,https://www.cian.ru/rent/flat/323840974/?context=4.PGHrzEdlbDk.zBe_Z0aegmJqStRAEdRt6jS_DtGGzBU7XfZH4iYz3qlOnMsFTytMt0H9IXdupsW0uBwwOLcY_ciDDQ&mlSearchSessionGuid=1568fc929759fed0392110d244f64d46,1/7,27000,17.0,1,16,,"1/7 Апартаменты-студия, 17 м², 1/16 этаж Только на Циан Текстильщики 14 минут пешком Москва , ЮВАО , р-н Текстильщики , м. Текстильщики , улица 8-я Текстильщиков , 13К2 27 000 ₽/мес. На несколько месяцев, комм. платежи включены (без счётчиков), без комиссии, без залога СОБСТВЕННИК! Читайте пожалуйста внимательно, полностью! Сдается студия 17м² в апартаментах в цоколе. Комната изолированна. Сдам исключительно адекватному, чистоплотному, спокойному, ответственному гp. PФ без вредных привычек арендатору!!! Регистрация и амино невозможна! Желательно одного человека! Приточно-вытяжная вентиляция. Без окна! Комната находится в районе с развитой инфраструктурой, в шаговой доступности от метро, БКЛ, МЦД-2. Ценик на длительный срок(год), если комнату снять на меньший срок, то цена увеличится. Если объявление опубликовано, значит актуально и еще сдается. Подойдёт как под жилое, так и не под жилое, мастерская, типография, офис, склад, упаковка, производство, ателье и т.д. ----- Примечание: у собственника могут быть дополнительные пожелания к жильцам - обсудите их в чате или по телефону Собственник ID 8531476 Документы проверены +7 916 936-41-... Написать четыре дня назад 30 апр, 17:46",,https://www.cian.ru/cat.php?deal_type=rent&district%5B0%5D=8&engine_version=2&offer_type=flat&room9=1&type=4&p=1,2026-05-05T08:11:17+00:00
270,329430532,ЮВАО,https://www.cian.ru/rent/flat/329430532/?context=4.k_eAw9ws50Q.LM5j02wGwUF6sK_OFbUA_UIxkjdaTHlv4-1ckFtYbO0v6mHEFG2uH5Q80GPtrUa6rMRifKPxV6w_rg&mlSearchSessionGuid=1568fc929759fed0392110d244f64d46,1/4,30000,27.4,9,23,,"1/4 Апартаменты-студия, 27,4 м², 9/23 этаж Только на Циан Волгоградский проспект 3 минуты пешком Москва , ЮВАО , р-н Южнопортовый , м. Волгоградский проспект , Новоостаповская улица , 20 30 000 ₽/мес. От года, комм. платежи включены (без счётчиков), комиссия 100%, залог 30 000 ₽ Id 63080. Студия в современном жилом комплексе HighWay: инвестиция в комфорт и статус в центре Москвы Перед вами уникальное предложение - светлая студия площадью 27,4 квадратных метра в новом жилом комплексе премиум-класса HighWay. Монолитный дом на 23 этажа с высотой потолков три метра дарит ощущение простора, которое редко встречается в квартирах такого метража. Два пассажирских и один грузовой лифт, а также подземный паркинг обеспечивают бесшумную логистику и полное отсутствие бытовых хлопот. Продуманная планировка студии включает объединенную комнату площадью 16,7 квадратных метров, небольшую, но функциональную кухню (3,3 квадратных метра) и совмещенный санузел. Окна выходят на тихую улицу Новоостаповская, что гарантирует спокойный сон даже в оживленном районе. Высокие потолки позволяют реализовать любые дизайнерские решения: от многоуровневого освещения до антресолей для хранения. Квартира полностью готова к заселению — вам останется лишь расставить мебель и наслаждаться жизнью. Отдельный плюс: коммунальные платежи уже включены в стоимость аренды, что делает бюджет проживания полностью предсказуемым. Расположение по адресу: улица Новоостаповская, дом 20 - это настоящий подарок для тех, кто ценит время. До станции метро всего 11 минут пешком, что дает вам доступ к двум веткам метрополитена сразу. В радиусе пяти минут ходьбы находятся супермаркеты, фитнес-клубы, кафе и apotheka. Дом расположен в глубине жилого массива, вдали от крупных магистралей, но при этом в непосредственной близости от набережной Москвы-реки и парка ""Кузьминки"". Для кого эта квартира? Прежде всего, для молодых специалистов и предпринимателей, которые ценят стиль и удобство, но не хотят переплачивать за лишние метры. Это идеальный вариант для складского помещения. Также студия прекрасно подойдет для иногородних студентов или руководителей, которым нужна комфортная ""база"" рядом с офисом и транспортными узлами. Наконец, это отличное вложение для тех, кто ищет надежный актив в строящемся районе с растущей инфраструктурой. Хотите зафиксировать выгодную ставку аренды в 30 000 рублей в месяц на долгий срок? Это разумное предложение на рынке, учитывая класс дома и его местоположение. Не упустите шанс первым оценить",,https://www.cian.ru/cat.php?deal_type=rent&district%5B0%5D=8&engine_version=2&offer_type=flat&room9=1&type=4&p=1,2026-05-05T08:11:17+00:00
259,328376795,ЮВАО,https://www.cian.ru/rent/flat/328376795/?context=4.J5svU347NP4.lVVMVklPVKOBOFTHkENLIhfUHMyNhveJUZnsA6dz6jmDyW2y0Ld62ZwzZnuJE4Bjoc_COafb_HU9Qg&mlSearchSessionGuid=1568fc929759fed0392110d244f64d46,1/11,32000,12.0,10,15,,"1/11 Студия, 12 м², 10/15 этаж Люблино 15 минут пешком Москва , ЮВАО , р-н Люблино , м. Люблино , Цимлянская улица , 3к3 32 000 ₽/мес. От года, комм. платежи включены (счётчики включены), комиссия 50%, залог 32 000 ₽ Показы 8 апреля СДАМ ДЛЯ ОДНОГО человека на длительный срок квартиру-студию с современным евроремонтом в новом ЖК бизнес-класса ""ВЛюблино"", район Люблино. Депозит возможно разбить на 2 части. Дом 15-этажный монолитный. Этаж 10/15, пластиковые окна, санузел совмещен. Диван двуспальный, микроволновая печь, холодильник, электро-плита, чайник, шкаф, стиральная машина (в коридоре). Инфраструктура развитая, все объекты первой необходимости расположены в пешей доступности: школа, детский сад, супермаркеты и др. Рядом парки. От станции метро Люблино - 9 минут пешком. Автобусные остановки возле дома. Оперативный показ: Москва, Цимлянская 3к3. Агентство недвижимости ЖИЛСЕРВИС Суперагент +7 915 496-36-... Написать час назад сегодня, 09:44",,https://www.cian.ru/cat.php?deal_type=rent&district%5B0%5D=8&engine_version=2&offer_type=flat&room9=1&type=4&p=1,2026-05-05T08:11:17+00:00
267,328298801,ЮВАО,https://www.cian.ru/rent/flat/328298801/?context=4.koqDoB6C12Q.fjnWonuNSs3hWgyyr-fNhDNeJiVlG9Qjs_0_COQOXkGiGiR6IIEBOrnQqm2vIssLDh5Or7cCza0L2A&mlSearchSessionGuid=1568fc929759fed0392110d244f64d46,1/13,34000,25.0,12,17,,"1/13 Студия, 25 м², 12/17 этаж Только на Циан Некрасовка 10 минут пешком Москва , ЮВАО , р-н Некрасовка , м. Некрасовка , улица Недорубова , 28 34 000 ₽/мес. От года, комм. платежи включены (счётчики включены), комиссия 60%, залог 34 000 ₽ Сдается на длительный период . Предложение строго для одной девушки , женщины.. Качественный рeмoнт, вся мебель и бытовая техника, нeoбходимая для кoмфopтного пpoживaния. Пoлнoстью меблиpoвана мебелью: шкаф, тумба под ТВ, кровать двухспальная , куxонный гарнитур, диван-кресло, барная стойка , высокие стулья . Студия укомплектована всей бытовой техникой: электрическая плита , холодильник, , микроволновка. Сан узел раздельный, ванна, стиральная машина автомат на три изолированные комнаты-студии. Рядом с метро торговые центры фитнес центр, продуктовые магазины в доме и рядом с домом. Шаговая доступность 7 минут до станции метро Некрасовка. Сдается на длительный период . Рассмотрят платежеспособных жильцов, приоритет для девушки, женщины. Оплата 34000 рублей все платежи включены в стоимость и интернет . Депозит 34000 рублей можно разделить на 2 платежа. Комиссия . ID 307387 Документы проверены +7 923 074-33-... Написать пять дней назад 29 апр, 17:01",,https://www.cian.ru/cat.php?deal_type=rent&district%5B0%5D=8&engine_version=2&offer_type=flat&room9=1&type=4&p=1,2026-05-05T08:11:17+00:00
289,320152770,ЮВАО,https://www.cian.ru/rent/flat/320152770/?context=4.cA_YHP73Mgs.Ys3hZ7B5-k1R6yPK7z2TfteC4owe-aHuSCQCO7kqYeH3RH90VyXkhH1I722JuAJe9LtHQaGa_ocDxQ&mlSearchSessionGuid=12c4537b42f8e325b5074af52305cde9,1/28,34000,18.0,1,25,,"1/28 Студия, 18 м², 1/25 этаж Только на Циан Некрасовка 11 минут пешком Москва , ЮВАО , р-н Некрасовка , м. Некрасовка , Покровская улица , 17Ак1 34 000 ₽/мес. От года, комм. платежи включены (без счётчиков), комиссия 80%, залог 34 000 ₽ Владимиp. .СРОЧHO, СРОЧНO. .Дoм находится не далеко от нeскoльких Станций MЕТРОПОЛИTEНА - НЕКРАСОВКА, ЛУХМАНОВСКАЯ и ЛЮБЕРЦЫ. . Рядом расположены - Круглосуточные Магазины, ЦЕРКОВЬ, Торговый Центр, Отделения Банков, Парк с Фонтанами и зоной для Шашлыков..Сдаётся - Чистая, Очень Уютная, Аккуратная, КВАРТИРА - СТУДИЯ. . Рассматриваем - Приличных/Платёжеспособных/Чистоплотных Состав обсуждается..Звоните, обсудим все Ваши предложения, оперативный показ и заселение - ГАРАНТИРУЕМ. .ВАЖНО..Для гарантии долгосрочных отношений, попросим внести страховой депозит ( залог )..В цену всё включено, кроме электричества..Спасибо. . Риелтор Владимир Положенцев Суперагент +7 936 709-29-... вчера 3 май, 13:09",,https://www.cian.ru/cat.php?deal_type=rent&district%5B0%5D=8&engine_version=2&offer_type=flat&room9=1&type=4&p=2,2026-05-05T08:11:17+00:00
279,329605538,ЮВАО,https://www.cian.ru/rent/flat/329605538/?context=4.Tj44VlvBqjU.Disgc_0XmnZXZlMkVZXuUYt50rQz-CxMVO1S4tj0OUW1ysj6AE-XqBQpi0I69z1SGJZkj-MlFKabBQ&mlSearchSessionGuid=1568fc929759fed0392110d244f64d46,1/13,35000,16.0,2,5,,"1/13 Студия, 16 м², 2/5 этаж Только на Циан Кузьминки 14 минут пешком Москва , ЮВАО , р-н Кузьминки , м. Кузьминки , Окская улица , 28К3 35 000 ₽/мес. От года, комм. платежи включены (без счётчиков), комиссия 70%, залог 35 000 ₽ Сдаеться квартира студия , на длительный срок . Агентство недвижимости Качанова и партнеры Суперагент +7 985 867-89-... Написать три дня назад 2 май, 00:58",,https://www.cian.ru/cat.php?deal_type=rent&district%5B0%5D=8&engine_version=2&offer_type=flat&room9=1&type=4&p=1,2026-05-05T08:11:17+00:00
286,323118683,ЮВАО,https://www.cian.ru/rent/flat/323118683/?context=4.vc08h-FzzIY.8MJ0sGYHzdJGXJuGOnQPd8_IP0n8pwWzlewuF9-pwtVODEIZVpYF0B8rCUR6oR9mU0oMKjt81_WC1Q&mlSearchSessionGuid=12c4537b42f8e325b5074af52305cde9,1/11,35000,15.0,4,5,,"1/11 Студия, 15 м², 4/5 этаж Окская 14 минут пешком Москва , ЮВАО , р-н Кузьминки , м. Окская , Окская улица , 28К3 35 000 ₽/мес. От года, комм. платежи включены (без счётчиков), комиссия 50%, залог 35 000 ₽ Объект актуален! Вам к нам! Только если: вы любите качество, по адекватной цене! Наша квартира для тех ,кто хочет жить каждое мгновение жизни, а не только приезжать ночевать в арендную квартиру. Уютная квартира. Спокойная атмосфера. Отличная локация. Адекватный собственник!! Тут можно жить и работать не выходя из дома!!! Рассмотрим все ваши предложения, учитывая пожелания от собственника. Звоните, уважаемые клиенты и коллеги!!! P.S. Если не отвечаю на звонок, то напишите SMS с названием улицы, когда я освобожусь, то обязательно перезвоню. просмотры по договоренности. Плюс квитанция жкх 3000. Агентство недвижимости ПАРТНЕР Суперагент +7 980 154-12-... Написать пять дней назад 29 апр, 11:28",,https://www.cian.ru/cat.php?deal_type=rent&district%5B0%5D=8&engine_version=2&offer_type=flat&room9=1&type=4&p=2,2026-05-05T08:11:17+00:00
287,329374936,ЮВАО,https://www.cian.ru/rent/flat/329374936/?context=4.fjCU3PYzvD0.BEcinSld-vpfv7OjhLUgLJYRbCNRHPOuEyvrGLPxailN0SNbahBG_D0zG4BEPNu5jfUUh6nWid5JCw&mlSearchSessionGuid=12c4537b42f8e325b5074af52305cde9,1/8,38000,14.0,1,5,,"1/8 Студия, 14 м², 1/5 этаж Авиамоторная 3 минуты пешком Москва , ЮВАО , р-н Лефортово , м. Авиамоторная , шоссе Энтузиастов , 18 38 000 ₽/мес. От года, комм. платежи включены (без счётчиков), комиссия 60%, залог 19 000 ₽ Номер лота - 3535402 ПРОСЬБА ЗВОНИТЬ, А НЕ ПИСАТЬ! Предложение для 1-2х человек! Уютная студия в непосредственной близости от метро. Только что закончен качественный косметический ремонт. Вся необходимая мебель и техника для комфортного проживания. Район с развитой инфраструктурой. В пешей доступности супермаркеты, кинотеатр Москино, сквер, ТЦ ""Город"" и многое другое. Удобная транспортная доступность, в пешей доступности станция метро ""Авиамоторная"" калининской линии и БКЛ, остановки наземного транспорта (автобус, трамвай). Залог половина стоимости! ИНКОМ-Проспект Мира. Агентство недвижимости ИНКОМ-Недвижимость Аренда Суперагент +7 939 024-50-... Написать час назад сегодня, 09:12",,https://www.cian.ru/cat.php?deal_type=rent&district%5B0%5D=8&engine_version=2&offer_type=flat&room9=1&type=4&p=2,2026-05-05T08:11:17+00:00
312,328857777,ЮВАО,https://www.cian.ru/rent/flat/328857777/?context=4._h4m2tzo-4c.933uVDNFtqT9hK8ysQFk0ubFJLRqWRPu6JKHez7B3Xh_8pUPVI0qE9FDY14oZ2Zt2GE-l4_wsXII5Q&mlSearchSessionGuid=e8ae6aff62d039c0c42d1cc05c91a511,1/5,38000,16.0,2,14,,"1/5 Студия, 16 м², 2/14 этаж Только на Циан Некрасовка 5 минут на транспорте Москва , ЮВАО , р-н Некрасовка , м. Некрасовка , улица Маршала Еременко , 5к2 38 000 ₽/мес. От года, комм. платежи включены (без счётчиков), без комиссии, залог 38 000 ₽ Сдаётся светлая, уютная квартира-студия с 1.06.2026г. Красивый кирпично-монолитный дом Для семейной пары, женщине/девушке Есть всё для комфортного проживания Вся мебель и техника В 17 минутах ходьмы от метро Рядом продуктовые магазины, аптеки, МФЦ, банки, автобусные остановки, школа, дет.сад и т.д. БЕЗ детей и животных!!! Ежемесячная плата - 38.000₽ + свет, вода Залог - 38.000₽ Договор аренды от 1 года! Важно!!! Залог не возвращается, если съезжаете раньше срока указанного в договоре. Без комиссий! Собственник. Собственник ID 140070899 Документы проверены +7 915 411-01-... Написать неделю назад 27 апр, 14:26",,https://www.cian.ru/cat.php?deal_type=rent&district%5B0%5D=8&engine_version=2&offer_type=flat&room9=1&type=4&p=3,2026-05-05T08:11:17+00:00
273,327246474,ЮВАО,https://www.cian.ru/rent/flat/327246474/?context=4.mhOtHnLVeBI.rj6ZQqMoLsWuKkwePJg58O17aksleoCgEbv12xyp1FF8JPUEYiNjHfgkSdRpQP_PytzKU1PZui2hzA&mlSearchSessionGuid=1568fc929759fed0392110d244f64d46,1/11,39000,16.0,5,10,,"1/11 Студия, 16 м², 5/10 этаж Авиамоторная 19 минут пешком Москва , ЮВАО , р-н Нижегородский , м. Авиамоторная , Подъемная улица , 14С37 39 000 ₽/мес. От года, комм. платежи включены (без счётчиков), комиссия 60%, залог 48 000 ₽ Код объекта: 2056548. Семь причин снять эту студию: 1) Вы снимаете не просто метры, а получаете доступ к целой экосистеме. Больше не нужно тратить время и деньги на фитнес-клуб и коворкинг. На первых этажах ЖК к вашим услугам спортзал, бильярд, аэрохоккей, кафе и коворкинг, где можно расслабиться и пообщаться после рабочего дня. Вы освобождаете время на логистику и можете инвестировать его в себя. 2) Удивительная локация: три старообрядческих монастыря, прогулки по территории которых — это ментальная перезагрузка. 1 минута пешком от подъезда —и вы получаете атмосферу, за которой люди уезжают за город. 3) Студия оборудована всем необходимым, включая кондиционер и посудомоечную машину. Отдельно отмечу большой крепкий диван. 4) Комфортно не только вам, но и вашему транспорту. На первом этаже —помещение для хранения велосипедов, самокатов. Собственная автомобильная парковка под шлагбаумом. Охрана 24/7. 5) Объект куплен как инвестиция для сдачи в аренду на долгий срок. Можете быть уверены — никаких неожиданных выселений. 6) Живописные локации рядом сочетаются с доступом к ресурсам большого города. 2 минуты пешком до ТЦ ""Город"". Бутики, рестораны, пункты выдачи заказов, все к вашим услугам. 7) Экологичное окружение. Архетип жителя ЖК — это молодые амбициозные люди, работающие в IT-сфере. Драйвовая атмосфера людей, уважающих личные границы и нацеленных на успех. Залог можем разбить на 3 месяца. Агентство недвижимости Владис Документы проверены +7 915 207-99-... Написать вчера вчера, 20:02",,https://www.cian.ru/cat.php?deal_type=rent&district%5B0%5D=8&engine_version=2&offer_type=flat&room9=1&type=4&p=1,2026-05-05T08:11:17+00:00
