id,listing_id,district,url,title,price_rub,area_m2,floor,total_floors,metro,address,description_snippet,source_page,scraped_at
57,328627739,ЮВАО,https://www.cian.ru/rent/flat/328627739/?context=4.GJvYi1JXaQQ.7xma0bl1Mi3LQbx8CXzGRGBfBIW9EyhFy4jeaNSQQkGRc1ojjbYvfnHPk2-IdCwu7XivqavwcDDh2Q&mlSearchSessionGuid=943a77dfc51796a0c28b3b49c89e0967,1/6,25000,19.0,3,21,,"1/6 Апартаменты-студия, 19 м², 3/21 этаж Только на Циан Калитники 11 минут пешком Москва , ЮВАО , р-н Нижегородский , м. Калитники , Автомобильный проезд , 4к5 25 000 ₽/мес. От года, комм. платежи включены (без счётчиков), без комиссии, залог 25 000 ₽ Сдаётся студия площадью 19 кв. м на третьем этаже современного 21-этажного дома. Высокие потолки 3.1 метра создают ощущение простора. Окна выходят во двор. Квартира сдаётся без ремонта и мебели. под склад,пред чистовая отделка(white-box) Дом оснащён двумя пассажирскими и одним грузовым лифтами, поэтому можно без проблем добраться до квартиры. Имеется подземная парковка для вашего автомобиля. . До ближайшей станции метро можно дойти за 10 минут, что удобно для поездок по городу. Условия аренды обсуждаются индивидуально. Возможна аренда по долгосрочному договору. Квартира сдаётся без комиссии. Звоните и записывайтесь на просмотр, чтобы лично оценить все преимущества этого предложения. Мы будем рады ответить на все ваши вопросы и показать квартиру в удобное для вас время. Есть еще апартамент в 6 корпусе на 11 этаже. Собственник ID 91147563 Документы проверены Назначить просмотр 3 недели назад 6 апр, 18:03",,https://www.cian.ru/cat.php?deal_type=rent&district%5B0%5D=8&engine_version=2&offer_type=flat&room9=1&type=4&p=3,2026-05-04T17:05:47+00:00
3,323840974,ЮВАО,https://www.cian.ru/rent/flat/323840974/?context=4.DLI1uKBoJhg.kERgN6lUGnWj-xwIzyTQN8N67mmcGlGRWJAcnmYsVVh14AmrLesjLZYH4712-d5Rq64f6wwpte3Jpg&mlSearchSessionGuid=4c6840c571995173d33d0b2412dabcd8,1/7,27000,17.0,1,16,,"1/7 Апартаменты-студия, 17 м², 1/16 этаж Только на Циан Текстильщики 14 минут пешком Москва , ЮВАО , р-н Текстильщики , м. Текстильщики , улица 8-я Текстильщиков , 13К2 27 000 ₽/мес. На несколько месяцев, комм. платежи включены (без счётчиков), без комиссии, без залога СОБСТВЕННИК! Читайте пожалуйста внимательно, полностью! Сдается студия 17м² в апартаментах в цоколе. Комната изолированна. Сдам исключительно адекватному, чистоплотному, спокойному, ответственному гp. PФ без вредных привычек арендатору!!! Регистрация и амино невозможна! Желательно одного человека! Приточно-вытяжная вентиляция. Без окна! Комната находится в районе с развитой инфраструктурой, в шаговой доступности от метро, БКЛ, МЦД-2. Ценик на длительный срок(год), если комнату снять на меньший срок, то цена увеличится. Если объявление опубликовано, значит актуально и еще сдается. Подойдёт как под жилое, так и не под жилое, мастерская, типография, офис, склад, упаковка, производство, ателье и т.д. ----- Примечание: у собственника могут быть дополнительные пожелания к жильцам - обсудите их в чате или по телефону Собственник ID 8531476 Документы проверены +7 916 936-41-... Написать четыре дня назад 30 апр, 17:46",,https://www.cian.ru/cat.php?deal_type=rent&district%5B0%5D=8&engine_version=2&offer_type=flat&room9=1&type=4&p=1,2026-05-04T17:05:47+00:00
69,329632275,ЮВАО,https://www.cian.ru/rent/flat/329632275/?context=4.-MAA6iNUhgs.mjXZyhH1ZMdi9Dby5QkMxBrXbK5KfQZaYiwaAnu_JY4_LHzIdoO0Ma504MDcqNoqXoFPQ5lqCb3gpw&mlSearchSessionGuid=943a77dfc51796a0c28b3b49c89e0967,1/19,29000,16.0,1,5,,"1/19 Студия, 16 м², 1/5 этаж Люблино 4 минуты пешком Москва , ЮВАО , р-н Люблино , м. Люблино , Новороссийская улица , 7 29 000 ₽/мес. От года, комм. платежи включены (без счётчиков), комиссия 99%, залог 13 500 ₽ От метро 3 минуты пешком. Уютная студия со всем необходимым (диван раскладывается, плита, чайник, СУС, холодильник, сма, свч) Можно со своей мебелью (место освободим). Предпочтение женщине. Счётчики фиксированная цена. Торг индивидуально. Депозит разделим на 2 месяца или перенесм на другой месяц. Можно с животным. Ключи на руках. ЗВОНИТЕ ИЛИ СРАЗУ ПИШИТЕ ВАШ НОМЕР ДЛЯ ОПЕРАТИВНОЙ СВЯЗИ. Риелтор ID 56970 +7 915 095-65-... Написать 5 минут назад сегодня, 19:59",,https://www.cian.ru/cat.php?deal_type=rent&district%5B0%5D=8&engine_version=2&offer_type=flat&room9=1&type=4&p=3,2026-05-04T17:05:47+00:00
15,329430532,ЮВАО,https://www.cian.ru/rent/flat/329430532/?context=4.XRhBdknTpLI.wAO10k41Hh2QJYsqd2ZUD2XhzblI1lvtQoiWX0x_aAWYXZSizYU5gu2RTPDbevNE9-O2oZHuLGBT1g&mlSearchSessionGuid=4c6840c571995173d33d0b2412dabcd8,1/4,30000,27.4,9,23,,"1/4 Апартаменты-студия, 27,4 м², 9/23 этаж Только на Циан Волгоградский проспект 3 минуты пешком Москва , ЮВАО , р-н Южнопортовый , м. Волгоградский проспект , Новоостаповская улица , 20 30 000 ₽/мес. От года, комм. платежи включены (без счётчиков), комиссия 100%, залог 30 000 ₽ Id 63080. Студия в современном жилом комплексе HighWay: инвестиция в комфорт и статус в центре Москвы Перед вами уникальное предложение - светлая студия площадью 27,4 квадратных метра в новом жилом комплексе премиум-класса HighWay. Монолитный дом на 23 этажа с высотой потолков три метра дарит ощущение простора, которое редко встречается в квартирах такого метража. Два пассажирских и один грузовой лифт, а также подземный паркинг обеспечивают бесшумную логистику и полное отсутствие бытовых хлопот. Продуманная планировка студии включает объединенную комнату площадью 16,7 квадратных метров, небольшую, но функциональную кухню (3,3 квадратных метра) и совмещенный санузел. Окна выходят на тихую улицу Новоостаповская, что гарантирует спокойный сон даже в оживленном районе. Высокие потолки позволяют реализовать любые дизайнерские решения: от многоуровневого освещения до антресолей для хранения. Квартира полностью готова к заселению — вам останется лишь расставить мебель и наслаждаться жизнью. Отдельный плюс: коммунальные платежи уже включены в стоимость аренды, что делает бюджет проживания полностью предсказуемым. Расположение по адресу: улица Новоостаповская, дом 20 - это настоящий подарок для тех, кто ценит время. До станции метро всего 11 минут пешком, что дает вам доступ к двум веткам метрополитена сразу. В радиусе пяти минут ходьбы находятся супермаркеты, фитнес-клубы, кафе и apotheka. Дом расположен в глубине жилого массива, вдали от крупных магистралей, но при этом в непосредственной близости от набережной Москвы-реки и парка ""Кузьминки"". Для кого эта квартира? Прежде всего, для молодых специалистов и предпринимателей, которые ценят стиль и удобство, но не хотят переплачивать за лишние метры. Это идеальный вариант для складского помещения. Также студия прекрасно подойдет для иногородних студентов или руководителей, которым нужна комфортная ""база"" рядом с офисом и транспортными узлами. Наконец, это отличное вложение для тех, кто ищет надежный актив в строящемся районе с растущей инфраструктурой. Хотите зафиксировать выгодную ставку аренды в 30 000 рублей в месяц на долгий срок? Это разумное предложение на рынке, учитывая класс дома и его местоположение. Не упустите шанс первым оценить",,https://www.cian.ru/cat.php?deal_type=rent&district%5B0%5D=8&engine_version=2&offer_type=flat&room9=1&type=4&p=1,2026-05-04T17:05:47+00:00
48,329471282,ЮВАО,https://www.cian.ru/rent/flat/329471282/?context=4.Q--4JKn-Omw.WbAQu-bzkuDOCPnm0BhEpA112LaEGbtbhPmCO217I40cmdwFB2fIoy_1mLkpIeXH5tVooESZKHvdOw&mlSearchSessionGuid=55dfb5c4384aff40bca443f89aa78323,1/5,30000,17.6,4,4,,"1/5 Студия, 17,6 м², 4/4 этаж Кожуховская 9 минут пешком Москва , ЮВАО , р-н Печатники , м. Кожуховская , Южнопортовая улица , 26к2 30 000 ₽/мес. На несколько месяцев, комм. платежи включены (без счётчиков), без комиссии, без залога аренда квартиры от 1 месяца (под склад , хранение вещей на время ремонта итд) Собственник ID 104574949 Документы проверены +7 980 417-04-... Написать два дня назад 2 май, 12:07",,https://www.cian.ru/cat.php?deal_type=rent&district%5B0%5D=8&engine_version=2&offer_type=flat&room9=1&type=4&p=2,2026-05-04T17:05:47+00:00
18,328376795,ЮВАО,https://www.cian.ru/rent/flat/328376795/?context=4.J4yZ0T5H0eA.MKJgEZYzciVCfwsmHRQy-VqU-STi3-HxtbbHODyYLUuDWBE9X850Xn9CAcLHqqy7-vYJ7LelLDeVzQ&mlSearchSessionGuid=4c6840c571995173d33d0b2412dabcd8,1/11,34000,12.0,10,15,,"1/11 Студия, 12 м², 10/15 этаж Люблино 15 минут пешком Москва , ЮВАО , р-н Люблино , м. Люблино , Цимлянская улица , 3к3 34 000 ₽/мес. От года, комм. платежи включены (счётчики включены), комиссия 60%, залог 34 000 ₽ Показы 8 апреля СДАМ ДЛЯ ОДНОГО человека на длительный срок квартиру-студию с современным евроремонтом в новом ЖК бизнес-класса ""ВЛюблино"", район Люблино. Депозит возможно разбить на 2 части. Дом 15-этажный монолитный. Этаж 10/15, пластиковые окна, санузел совмещен. Диван двуспальный, микроволновая печь, холодильник, электро-плита, чайник, шкаф, стиральная машина (в коридоре). Инфраструктура развитая, все объекты первой необходимости расположены в пешей доступности: школа, детский сад, супермаркеты и др. Рядом парки. От станции метро Люблино - 9 минут пешком. Автобусные остановки возле дома. Оперативный показ: Москва, Цимлянская 3к3. Агентство недвижимости ЖИЛСЕРВИС Суперагент +7 915 496-36-... Написать вчера 2 май, 23:25",,https://www.cian.ru/cat.php?deal_type=rent&district%5B0%5D=8&engine_version=2&offer_type=flat&room9=1&type=4&p=1,2026-05-04T17:05:47+00:00
27,328298801,ЮВАО,https://www.cian.ru/rent/flat/328298801/?context=4.Lp-CeGcjPKI.o7kV1OUI1hSS4_fOyBnkQ8Ve6NEApNm6b7MIDMCIYm9oUFa39dEeiWMY8WHoGVq9HS78vMLzouZ8fQ&mlSearchSessionGuid=4c6840c571995173d33d0b2412dabcd8,1/13,34000,25.0,12,17,,"1/13 Студия, 25 м², 12/17 этаж Только на Циан Некрасовка 10 минут пешком Москва , ЮВАО , р-н Некрасовка , м. Некрасовка , улица Недорубова , 28 34 000 ₽/мес. От года, комм. платежи включены (счётчики включены), комиссия 60%, залог 34 000 ₽ Сдается на длительный период . Предложение строго для одной девушки , женщины.. Качественный рeмoнт, вся мебель и бытовая техника, нeoбходимая для кoмфopтного пpoживaния. Пoлнoстью меблиpoвана мебелью: шкаф, тумба под ТВ, кровать двухспальная , куxонный гарнитур, диван-кресло, барная стойка , высокие стулья . Студия укомплектована всей бытовой техникой: электрическая плита , холодильник, , микроволновка. Сан узел раздельный, ванна, стиральная машина автомат на три изолированные комнаты-студии. Рядом с метро торговые центры фитнес центр, продуктовые магазины в доме и рядом с домом. Шаговая доступность 7 минут до станции метро Некрасовка. Сдается на длительный период . Рассмотрят платежеспособных жильцов, приоритет для девушки, женщины. Оплата 34000 рублей все платежи включены в стоимость и интернет . Депозит 34000 рублей можно разделить на 2 платежа. Комиссия . ID 307387 Документы проверены +7 923 074-33-... Написать пять дней назад 29 апр, 17:01",,https://www.cian.ru/cat.php?deal_type=rent&district%5B0%5D=8&engine_version=2&offer_type=flat&room9=1&type=4&p=1,2026-05-04T17:05:47+00:00
43,320152770,ЮВАО,https://www.cian.ru/rent/flat/320152770/?context=4.8pZJvimAHgk.miVIhVjcXpMCS8l7C0o_8W7auV1PBkv51XpAg7jQjZ0Fz6et1O-UGYVQi6AVDILoK3ZKIUNjZtf0Vw&mlSearchSessionGuid=55dfb5c4384aff40bca443f89aa78323,1/28,34000,18.0,1,25,,"1/28 Студия, 18 м², 1/25 этаж Только на Циан Некрасовка 11 минут пешком Москва , ЮВАО , р-н Некрасовка , м. Некрасовка , Покровская улица , 17Ак1 34 000 ₽/мес. От года, комм. платежи включены (без счётчиков), комиссия 80%, залог 34 000 ₽ Владимиp. .СРОЧHO, СРОЧНO. .Дoм находится не далеко от нeскoльких Станций MЕТРОПОЛИTEНА - НЕКРАСОВКА, ЛУХМАНОВСКАЯ и ЛЮБЕРЦЫ. . Рядом расположены - Круглосуточные Магазины, ЦЕРКОВЬ, Торговый Центр, Отделения Банков, Парк с Фонтанами и зоной для Шашлыков..Сдаётся - Чистая, Очень Уютная, Аккуратная, КВАРТИРА - СТУДИЯ. . Рассматриваем - Приличных/Платёжеспособных/Чистоплотных Состав обсуждается..Звоните, обсудим все Ваши предложения, оперативный показ и заселение - ГАРАНТИРУЕМ. .ВАЖНО..Для гарантии долгосрочных отношений, попросим внести страховой депозит ( залог )..В цену всё включено, кроме электричества..Спасибо. . Риелтор Владимир Положенцев Суперагент +7 936 709-29-... вчера вчера, 13:09",,https://www.cian.ru/cat.php?deal_type=rent&district%5B0%5D=8&engine_version=2&offer_type=flat&room9=1&type=4&p=2,2026-05-04T17:05:47+00:00
33,329605538,ЮВАО,https://www.cian.ru/rent/flat/329605538/?context=4.l8RfVFMYDqI.nqwTVloPb3eiUGNDtulptW6rjt-HMelR92eUl_58Xe9SDzznafHtfDjbHxxyiFBSs2sTuZOCLVwFWw&mlSearchSessionGuid=55dfb5c4384aff40bca443f89aa78323,1/13,35000,16.0,2,5,,"1/13 Студия, 16 м², 2/5 этаж Только на Циан Кузьминки 14 минут пешком Москва , ЮВАО , р-н Кузьминки , м. Кузьминки , Окская улица , 28К3 35 000 ₽/мес. От года, комм. платежи включены (без счётчиков), комиссия 70%, залог 35 000 ₽ Сдаеться квартира студия , на длительный срок . Агентство недвижимости Качанова и партнеры Суперагент +7 985 867-89-... Написать два дня назад 2 май, 00:58",,https://www.cian.ru/cat.php?deal_type=rent&district%5B0%5D=8&engine_version=2&offer_type=flat&room9=1&type=4&p=2,2026-05-04T17:05:47+00:00
46,323118683,ЮВАО,https://www.cian.ru/rent/flat/323118683/?context=4.fjyXxZsMv3A.n7971d8wGkopxlabqd_ZXQUlBVcRI2YJROY_B-OHXWQXOQKxePUQA3Lx25BPp1lLsCgpQsasaGwD0A&mlSearchSessionGuid=55dfb5c4384aff40bca443f89aa78323,1/11,35000,15.0,4,5,,"1/11 Студия, 15 м², 4/5 этаж Окская 14 минут пешком Москва , ЮВАО , р-н Кузьминки , м. Окская , Окская улица , 28К3 35 000 ₽/мес. От года, комм. платежи включены (без счётчиков), комиссия 50%, залог 35 000 ₽ Объект актуален! Вам к нам! Только если: вы любите качество, по адекватной цене! Наша квартира для тех ,кто хочет жить каждое мгновение жизни, а не только приезжать ночевать в арендную квартиру. Уютная квартира. Спокойная атмосфера. Отличная локация. Адекватный собственник!! Тут можно жить и работать не выходя из дома!!! Рассмотрим все ваши предложения, учитывая пожелания от собственника. Звоните, уважаемые клиенты и коллеги!!! P.S. Если не отвечаю на звонок, то напишите SMS с названием улицы, когда я освобожусь, то обязательно перезвоню. просмотры по договоренности. Плюс квитанция жкх 3000. Агентство недвижимости ПАРТНЕР Суперагент +7 980 154-12-... Написать пять дней назад 29 апр, 11:28",,https://www.cian.ru/cat.php?deal_type=rent&district%5B0%5D=8&engine_version=2&offer_type=flat&room9=1&type=4&p=2,2026-05-04T17:05:47+00:00
